webTitle,webPublicationDate,webUrl,sectionName
"Britain ‘faces deindustrialisation’ without relief from high energy prices, survey warns",2026-06-15T05:00:03Z,https://www.theguardian.com/business/2026/jun/15/britain-faces-deindustrialisation-relief-energy-prices-survey-make-uk,Business
How doing a wash while you watch the World Cup at 2am could cut energy bills,2026-06-13T06:00:07Z,https://www.theguardian.com/money/2026/jun/13/how-doing-a-wash-while-you-watch-the-world-cup-at-2am-could-cut-energy-bills,Money
Listen to manufacturers and unions: high electricity prices are killing industry | Nils Pratley,2026-06-15T11:11:33Z,https://www.theguardian.com/business/nils-pratley-on-finance/2026/jun/15/manufacturers-unions-electricity-prices-make-uk-tuc,Business
Retail giants join UK government drive to boost ‘plug-in’ balcony solar panels,2026-06-16T14:01:36Z,https://www.theguardian.com/money/2026/jun/16/retail-giants-join-uk-government-drive-to-boost-plug-in-balcony-solar-panels,Money
‘A sacred kind of sound’: inside a solar-powered journey to preserve the music of church organs,2026-06-18T09:00:01Z,https://www.theguardian.com/music/2026/jun/18/michael-cloud-duguay-album-church-organs,Music
How Pakistan’s people-led solar boom is easing impact of Middle East energy crisis,2026-03-17T13:00:47Z,https://www.theguardian.com/environment/2026/mar/17/pakistan-people-led-solar-boom-middle-east-energy-crisis,Environment
Reform UK may breach data laws with free energy bills competition,2026-03-17T19:34:21Z,https://www.theguardian.com/politics/2026/mar/17/reform-uk-may-breach-data-laws-free-energy-bills-competition,Politics
Energy minister: ‘every penny’ levied on household energy bills will be scrutinised,2026-03-17T18:21:52Z,https://www.theguardian.com/money/2026/mar/17/energy-minister-every-penny-levied-on-household-energy-bills-will-be-scrutinised,Money
‘Waiting for days’: India feels impact of gas supply chain disruption amid Iran conflict,2026-03-19T06:00:01Z,https://www.theguardian.com/world/2026/mar/19/india-liquefied-petroleum-gas-lpg-supply-chain-disruption-iran-conflict,World news
Energy bills: UK government urged to launch ‘social tariff’ to help vulnerable households,2026-03-18T06:00:25Z,https://www.theguardian.com/money/2026/mar/18/energy-bills-uk-government-urged-to-launch-social-tariff-to-help-vulnerable-households,Money
One of Britain’s last major chemical plants at risk as energy prices surge,2026-03-15T10:00:21Z,https://www.theguardian.com/business/2026/mar/15/energy-price-surge-britain-chemical-plant-risk-huntsman,Business
"Household energy bills in Great Britain ‘could rise to almost £2,000 a year’ amid Iran war shock",2026-03-20T12:50:53Z,https://www.theguardian.com/money/2026/mar/20/household-energy-bills-in-great-britain-could-rise-iran-war-shock,Money
"Ambulance delays during power cut possibly contributed to man’s death, coroner rules",2026-03-20T15:41:42Z,https://www.theguardian.com/society/2026/mar/20/peter-coates-death-coroner-ambulance-delays-power-cut,Society
China has been preparing for a global energy crisis for years. It is paying off now,2026-03-20T01:14:34Z,https://www.theguardian.com/world/2026/mar/20/china-oil-reserves-global-energy-crisis,World news
"Power prices expected to fall by up to 10% from July, bringing ‘welcome relief’ to Australia’s east coast",2026-03-19T06:06:12Z,https://www.theguardian.com/australia-news/2026/mar/19/power-bills-on-australias-east-coast-expected-to-fall-by-up-to-10-from-july-bringing-welcome-relief,Australia news
Trump predicts he will have ‘honour of taking Cuba’ amid power blackout,2026-03-17T01:00:03Z,https://www.theguardian.com/world/2026/mar/17/donald-trump-can-take-cuba-oil,World news
Leo Varadkar: LGBTQ+ rights in Europe face ‘chill wind’ from east and west,2026-03-19T07:00:02Z,https://www.theguardian.com/world/2026/mar/19/leo-varadkar-lgbtq-rights-in-europe-face-chill-wind-from-east-and-west,World news
Trump hints at wind down of war as US prepares to send more troops to Gulf,2026-03-21T07:44:11Z,https://www.theguardian.com/world/2026/mar/20/us-considering-occupying-iran-kharg-island-hormuz-strait-trump,World news
"‘Damage will be widespread’: Narelle brings 250km/h wind gusts, with tourists evacuated and schools closed",2026-03-19T17:50:47Z,https://www.theguardian.com/australia-news/2026/mar/19/tropical-cyclone-narelle-qld-storm-tracker-path-tracking-map-bom,Australia news
"‘Yes to fields of wheat, no to fields of iron’: how the world’s greenest country soured on solar",2026-03-20T14:00:27Z,https://www.theguardian.com/world/2026/mar/20/solar-power-renewable-energy-denmark-backlash-national-elections,World news
‘It was our little idyll – until the solar farm landed’: the battle raging in the heart of the British countryside,2026-03-21T12:00:51Z,https://www.theguardian.com/environment/2026/mar/21/lincolnshire-solar-farm-controversy-british-countryside,Environment
Rise in energy prices leaves 1m UK households behind on bills,2025-09-10T04:01:00Z,https://www.theguardian.com/money/2025/sep/10/rise-in-energy-prices-leaves-1m-uk-households-behind-on-bills,Money
Samantha Cameron to wind down her Cefinn womenswear brand,2025-09-10T17:27:47Z,https://www.theguardian.com/fashion/2025/sep/10/samantha-cameron-to-wind-down-her-cefinn-womenswear-brand,Fashion
Cuba hit with fifth blackout in less than a year with 10m people in the dark,2025-09-10T16:28:09Z,https://www.theguardian.com/world/2025/sep/10/cuba-electricity-power-blackout,World news
"Misinformation, fear and politics – how a South Dakota county drove away millions in solar energy",2025-09-10T12:00:03Z,https://www.theguardian.com/environment/2025/sep/10/south-dakota-solar-energy,Environment
Offshore wind was touted as a key part of Australia’s energy transition – but does it still have a future?,2025-09-12T00:00:20Z,https://www.theguardian.com/environment/2025/sep/12/offshore-wind-australia-energy-transition-so-why-mass-exodus-from-investors,Environment
Rhode Island and Connecticut sue over Trump administration’s wind farm halt,2025-09-04T16:53:41Z,https://www.theguardian.com/us-news/2025/sep/04/rhode-island-connecticut-trump-administration-revolution-wind,US news
Why are some Australian energy bills going up – and when will they come down?,2026-06-24T15:00:47Z,https://www.theguardian.com/environment/2026/jun/25/australian-energy-prices-going-up-electricity-bills,Environment
Europe’s heatwave drives electricity prices to new highs as demand soars,2026-06-23T18:41:26Z,https://www.theguardian.com/business/2026/jun/23/electricity-prices-jump-in-europe-as-demands-soars-in-the-heatwave,Business
"Factchecking five Coalition claims about net zero, from power prices to the $9tn cost",2025-11-15T19:00:14Z,https://www.theguardian.com/australia-news/2025/nov/16/coalition-net-zero-emissions-claims-factcheck-electricity-price-power-bill-cost,Environment
Southern lights seen across Australia amid severe solar storm,2025-11-12T16:52:15Z,https://www.theguardian.com/science/2025/nov/12/aurora-australis-what-time-forecast-how-to-see-southern-lights-g4-geomagnetic-solar-storm,Science
‘Demonic’ Wind in the Willows jumper banned from Westminster Abbey,2025-11-14T06:00:19Z,https://www.theguardian.com/uk-news/2025/nov/14/demonic-wind-in-the-willows-jumper-banned-from-westminster-abbey,UK news
Stunning aurora australis lights up sky above New Zealand and Australia after ‘cannibal’ solar storm,2025-11-13T02:05:08Z,https://www.theguardian.com/science/2025/nov/13/stunning-aurora-australis-lights-up-sky-above-new-zealand-and-australia-after-cannibal-solar-storm,Science
"Energy bills will rise by £209 a year to £1,850 from July, forecaster says",2026-05-19T14:26:45Z,https://www.theguardian.com/money/2026/may/19/energy-bills-rise-july-gas-electricity-prices-cap-great-britain-iran-war,Money
More than 100 UK datacentres plan to burn gas to generate electricity,2026-05-18T04:00:59Z,https://www.theguardian.com/business/2026/may/18/uk-datacentres-plan-to-burn-gas-to-generate-electricity,Business
"‘Turn off the juice of the rulers!’ Who are the Volcano Group, mystery saboteurs behind a five-day Berlin blackout? ",2026-05-23T10:00:26Z,https://www.theguardian.com/environment/2026/may/23/volcano-group-berlin-blackout-mystery-saboteurs,Environment
"UK inflation eases more than expected to 2.8%, led by lower electricity and gas bills – as it happened",2026-05-20T14:40:35Z,https://www.theguardian.com/business/live/2026/may/20/uk-inflation-eases-lower-electricity-gas-bills-iran-war-business-latest-news-updates,Business
How often should you go to the toilet? How can you get the better of wind? Experts’ tips for a healthier gut,2026-05-21T04:00:02Z,https://www.theguardian.com/lifeandstyle/2026/may/21/how-often-should-you-go-to-the-toilet-how-can-you-get-the-better-of-wind-experts-tips-for-a-healthier-gut,Life and style
Tony Blair’s thinktank accuses Ed Miliband of driving up energy prices ,2026-02-13T00:01:30Z,https://www.theguardian.com/environment/2026/feb/13/tony-blair-institute-thinktank-ed-miliband-energy-prices,Environment
Wake up Labour MPs: the price of electricity is a crisis for industry and growth | Nils Pratley,2026-02-11T18:58:17Z,https://www.theguardian.com/business/nils-pratley-on-finance/2026/feb/11/wake-up-labour-mps-price-of-electricity-is-crisis-for-industry-and-growth,Business
"‘What’s more important, the electricity or food?’: extreme heat is driving up power bills in central Australia",2026-02-14T19:00:02Z,https://www.theguardian.com/australia-news/2026/feb/15/extreme-heat-driving-up-power-bills-central-australia-prepaid-electricity-northern-territory,Australia news
Maximising time in the sun: how to maintain and repair solar panels to make them last,2026-02-13T23:00:36Z,https://www.theguardian.com/australia-news/2026/feb/13/maximising-time-in-the-sun-how-to-maintain-and-repair-solar-panels-to-make-them-last,Australia news
"No water or electricity, and children begging in streets filled with rubbish – but this is why I won’t leave Cuba",2026-02-13T15:00:26Z,https://www.theguardian.com/world/2026/feb/13/no-water-or-electricity-and-children-begging-in-streets-filled-with-rubbish-but-this-is-why-i-wont-leave-cuba,World news
Iran’s access to global internet starts to resume after 88-day blackout,2026-05-26T14:28:53Z,https://www.theguardian.com/world/2026/may/26/iran-internet-blackout,World news
Ofgem should tell it straight: electricity prices are set to stay high for years | Nils Pratley,2026-05-26T07:00:48Z,https://www.theguardian.com/business/nils-pratley-on-finance/2026/may/26/ofgem-should-tell-it-straight-electricity-prices-are-set-to-stay-high-for-years,Business
Solar energy helps US farms stay afloat – but Republicans’ bill could change that,2026-05-29T15:00:55Z,https://www.theguardian.com/environment/2026/may/29/farm-bill-solar-projects-farming,Environment
US woman killed after wind-blown umbrella strikes her neck at restaurant,2026-05-26T16:51:25Z,https://www.theguardian.com/us-news/2026/may/26/south-carolina-woman-dies-umbrella-accident,US news
Rachel Reeves rules out universal support on energy bills,2026-03-24T15:18:22Z,https://www.theguardian.com/politics/2026/mar/24/rachel-reeves-rules-out-universal-support-energy-bills,Politics
There are solutions to Britain’s energy crisis | Letters,2026-03-26T16:49:13Z,https://www.theguardian.com/business/2026/mar/26/there-are-solutions-to-britains-energy-crisis,Business
"‘Tempolimit? Nein, danke!’: why German petrolheads won’t slow down – despite the energy crisis",2026-03-27T13:00:01Z,https://www.theguardian.com/world/2026/mar/27/germany-autobahn-no-speed-limits-energy-crisis,World news
Japan to begin biggest-ever oil release from national reserves as Middle East energy crisis bites,2026-03-24T04:36:06Z,https://www.theguardian.com/world/2026/mar/24/japan-oil-release-national-reserves,World news
"Iran war energy crisis equal to 70s twin oil shocks and fallout from Ukraine war, says IEA chief",2026-03-23T05:04:11Z,https://www.theguardian.com/world/2026/mar/23/iran-war-energy-crisis-1970s-oil-shocks-fatih-birol-iea,World news
"Iran war energy crisis equal to 70s twin oil shocks and Ukraine invasion fallout, says IEA chief | First Thing",2026-03-23T14:16:32Z,https://www.theguardian.com/us-news/2026/mar/23/first-thing-iran-war-energy-crisis-equal-70s-oil-shocks-ukraine-invasion-fallout-iea-chief-says,US news
Octopus reports sharp rise in solar panel sales since start of Iran war,2026-03-26T11:51:17Z,https://www.theguardian.com/environment/2026/mar/26/octopus-sharp-rise-solar-panel-sales-iran-war,Environment
Iran war threatens to delay large offshore wind projects in EU and UK,2026-03-25T15:17:17Z,https://www.theguardian.com/business/2026/mar/25/iran-war-strait-of-hormuz-shipping-delays-windfarm-projects-europe,Business
US to pay almost $1bn to French energy company to kill wind project plan,2026-03-23T19:26:15Z,https://www.theguardian.com/us-news/2026/mar/23/trump-administration-wind-project-plan,US news
Tropical Cyclone Narelle forecast to pummel remote WA towns with wind gusts of up to 275km/h,2026-03-26T15:02:25Z,https://www.theguardian.com/australia-news/2026/mar/26/tropical-cyclone-narelle-storm-flooding-wa-western-australia,Australia news
‘Privatisation premium’: billions from UK energy bills paid to shareholders ,2025-09-17T14:52:03Z,https://www.theguardian.com/politics/2025/sep/17/privatisation-premium-billions-from-uk-energy-bills-paid-to-shareholders,Politics
‘We were being watched by the KGB’: how Scorpions made Wind of Change,2025-09-15T13:45:04Z,https://www.theguardian.com/culture/2025/sep/15/kgb-scorpions-wind-of-change-whistling,Culture
Power Station review – solar power and solidarity on a Walthamstow street,2025-09-29T08:00:34Z,https://www.theguardian.com/film/2025/sep/29/power-station-review-solar-power-and-solidarity-on-a-walthamstow-street,Film
Wetherspoons boss vows to keep price rises to a minimum as he criticises energy bills,2025-10-03T07:50:45Z,https://www.theguardian.com/business/2025/oct/03/wetherspoons-price-rises-energy-bills-packaging-tax-tim-martin,Business
Afghanistan ‘blind without phones and internet’ on second day of telecoms blackout,2025-09-30T12:16:07Z,https://www.theguardian.com/world/2025/sep/30/afghanistan-mobile-phones-internet-telecoms-blackout-taliban,World news
Digested week: how to wind up your sibling – and a great day for introverts | Lucy Mangan,2025-10-03T10:33:31Z,https://www.theguardian.com/uk-news/2025/oct/03/digested-week-how-to-wind-up-your-sibling-and-a-great-day-for-introverts-lucy-mangan,UK news
"Households could save £200 on energy bills in plan to break link between gas and electricity prices, says thinktank",2026-06-10T06:00:13Z,https://www.theguardian.com/environment/2026/jun/10/public-procurement-electricity-could-save-households,Environment
"No electricity, no gas, no sleep: Cubans on edge amid endless outages",2026-06-08T06:00:18Z,https://www.theguardian.com/world/2026/jun/08/cuba-power-outages-electricity,World news
World’s first wind-powered underwater datacentre starts operating in China,2026-06-09T05:00:45Z,https://www.theguardian.com/world/2026/jun/09/worlds-first-wind-powered-underwater-datacentre-starts-operating-in-china,World news
Australian homes lead the world in solar. But businesses are falling behind,2026-06-08T14:01:26Z,https://www.theguardian.com/environment/2026/jun/09/australia-rooftop-solar-panels-households-business,Environment
A solar-powered rubbish-eating boat? The vessel chomping plastic waste out of the sea,2026-06-12T11:00:44Z,https://www.theguardian.com/environment/2026/jun/12/solar-powered-rubbish-eating-boat-plastic-waste-sea,Environment
"Wind and solar overtook fossil fuels for EU power generation in 2025, report finds",2026-01-21T23:01:50Z,https://www.theguardian.com/environment/2026/jan/22/wind-and-solar-overtook-fossil-fuels-in-power-generation-for-eu-in-2025-report,Environment
How Trump’s promise to slash energy bills in half has failed across the US,2026-01-17T15:00:29Z,https://www.theguardian.com/us-news/2026/jan/17/trump-energy-bill-prices-increase,US news
Ukraine war briefing: energy crisis worsens amid more Russia airstrikes,2026-01-24T05:39:25Z,https://www.theguardian.com/world/2026/jan/24/ukraine-war-briefing-russia-launches-strikes-on-kyiv-and-kharkhiv-during-abu-dhabi-talks,World news
Economic blackout day planned in Minnesota to protest ICE surge,2026-01-20T11:00:02Z,https://www.theguardian.com/us-news/2026/jan/20/ice-immigrarion-minnesota-economic-protest,US news
‘We have to stand together’: Minnesota economic blackout organizers push to take demonstrations nationwide,2026-01-22T18:00:52Z,https://www.theguardian.com/business/2026/jan/22/minnesota-economic-blackout-ice,Business
New Australian carbon credit scheme for solar and EVs accused of potentially misleading customers,2026-01-18T14:00:59Z,https://www.theguardian.com/australia-news/2026/jan/19/australian-carbon-credit-scheme-solar-electric-vehicles-accused-potentially-misleading-customers,Australia news
Aurora australis set to light up Australian sky as agencies monitor ‘severe’ solar storm,2026-01-20T06:40:40Z,https://www.theguardian.com/science/2026/jan/20/aurora-australis-set-to-light-up-australian-sky-as-agencies-monitor-severe-solar-storm,Science
‘I always knew my dogs loved the wind on their faces’: Thiago Bernardes de Souza’s best phone picture,2026-01-17T11:00:25Z,https://www.theguardian.com/lifeandstyle/2026/jan/17/thiago-bernardes-de-souza-best-phone-picture,Life and style
Energy bills: millions of Britons ‘at risk of overpaying if they fail to read meter’,2025-09-23T13:27:16Z,https://www.theguardian.com/money/2025/sep/23/energy-bills-millions-overpaying-meter-readings-uswitch,Money
Great Britain’s electricity grid fortified against blackouts after Iberian crash,2025-09-23T07:32:28Z,https://www.theguardian.com/business/2025/sep/23/operator-pledges-to-secure-great-britains-electricity-grid-against-blackouts,Business
‘It kept our spirits alive’: Taliban’s internet blackout leaves girls in despair,2025-09-23T11:49:58Z,https://www.theguardian.com/global-development/2025/sep/23/taliban-afghanistan-internet-shutdown-women-girls-education-hope,Global development
Electricity generation costs would be up to 50% higher if Australia stuck with coal and gas only,2025-09-25T00:00:21Z,https://www.theguardian.com/australia-news/2025/sep/25/electricity-generation-costs-would-be-up-to-50-higher-in-australia-without-renewables-analysis-shows,Australia news
Climate activists gather in New York for ‘Sun Day’ solar energy and anti-billionaire rallies,2025-09-22T11:34:44Z,https://www.theguardian.com/us-news/2025/sep/22/sun-day-climate-new-york,US news
How Trump’s assault on US wind industry threatens jobs and power for nearly 5m homes,2025-09-24T10:00:23Z,https://www.theguardian.com/us-news/2025/sep/24/trump-wind-power-threats-homes,Environment
Home batteries: a ‘gamechanger’ for cutting energy bills?,2026-05-09T06:00:49Z,https://www.theguardian.com/money/2026/may/09/home-batteries-cutting-energy-bills-fuel-prices-electricity-costs,Money
Both left and right are deluding themselves about the scale of the energy crisis Britain faces | Ewan Gibbs,2026-05-07T12:00:48Z,https://www.theguardian.com/commentisfree/2026/may/07/left-right-energy-crisis-britain-north-sea-renewables,Opinion
The next step after solar: understanding modular home batteries ,2026-05-04T02:42:35Z,https://www.theguardian.com/bluetti-fully-charged/2026/may/04/modular-home-battery-australia,Bluetti: Fully charged
‘A share in the delight’: the people investing in the UK’s first community-owned solar battery,2026-05-08T09:00:41Z,https://www.theguardian.com/environment/2026/may/08/a-share-in-the-delight-the-people-investing-in-the-uks-first-community-owned-solar-battery,Environment
"Scientists discover 27 potential new planets that orbit two stars in solar systems far, far away",2026-05-04T00:01:07Z,https://www.theguardian.com/science/2026/may/04/scientists-discover-27-potential-new-planets,Science
"The global energy shock is driving people to EVs, solar and batteries. What renewables subsidies are available in Australia?",2026-05-09T20:00:06Z,https://www.theguardian.com/environment/2026/may/10/australia-renewable-energy-subsidies-solar-panels-ev-home-batteries,Environment
"49 ways to have fun right now! Skydive in a wind tunnel, count dogs and run like a three-year-old",2026-05-04T04:00:14Z,https://www.theguardian.com/lifeandstyle/2026/may/04/49-ways-to-have-fun-right-now-skydive-in-a-wind-tunnel-count-dogs-and-run-like-a-three-year-old,Life and style
Premier League and EFL to hold talks over ending Saturday 3pm blackout,2025-12-25T12:00:39Z,https://www.theguardian.com/football/2025/dec/25/premier-league-efl-talks-saturday-3pm-blackout-football-tv-rights,Football
Trump officials halt offshore wind-farm projects over ‘national security risks’,2025-12-22T16:16:03Z,https://www.theguardian.com/us-news/2025/dec/22/trump-wind-farms,US news
Energy minister says UK must ‘do whatever it takes’ to avoid gas supply crisis,2025-11-27T17:30:16Z,https://www.theguardian.com/business/2025/nov/27/energy-advisers-warn-ministers-of-emerging-uk-gas-supply-crisis,Business
Weatherwatch: Can you really hear the wind? ,2025-11-27T06:00:19Z,https://www.theguardian.com/news/2025/nov/27/weatherwatch-can-you-really-hear-the-wind,News
"Changes in solar energy fuelled high speed evolutionary changes, study suggests",2025-11-26T06:00:43Z,https://www.theguardian.com/science/2025/nov/26/changes-in-solar-energy-fuelled-high-speed-evolutionary-changes-study-suggests,Science
Households in Great Britain face surprise rise in energy bills from January,2025-11-21T12:14:51Z,https://www.theguardian.com/money/2025/nov/21/energy-price-cap-great-britain-rise-january-fuel,Money
"Use smart tech, turn heat down, service boilers: how to save money on energy bills",2025-11-19T07:00:09Z,https://www.theguardian.com/money/2025/nov/19/smart-tech-heat-service-boilers-save-energy-bills,Money
Barcelona peg back Chelsea before TV blackout delay to reach WCL summit,2025-11-20T22:04:16Z,https://www.theguardian.com/football/2025/nov/20/chelsea-barcelona-womens-champions-league-match-report,Football
Are Australians really paying more for electricity than other countries? ,2025-11-16T14:00:34Z,https://www.theguardian.com/australia-news/2025/nov/17/are-australians-really-paying-more-for-electricity-than-other-countries,Australia news
Industry can’t wait any longer for a fix to its energy crisis. Ministers should get a move on | Nils Pratley,2025-11-20T17:55:54Z,https://www.theguardian.com/business/nils-pratley-on-finance/2025/nov/20/industry-cant-wait-any-longer-for-a-fix-to-its-energy-crisis-ministers-should-get-a-move-on,Business
‘Gobsmacking’ solar farm that could power AI datacentres ‘possibly unparalleled’ in Australia or world ,2025-11-20T14:00:12Z,https://www.theguardian.com/australia-news/2025/nov/20/artificial-intelligence-data-centre-australia-solar-farm-possibly-unparalleled,Australia news
"Morning Mail: Coalition’s secret net zero talking points, huge solar project proposed, Zelenskyy wary of new peace plan",2025-11-20T19:55:58Z,https://www.theguardian.com/australia-news/2025/nov/21/morning-mail-friday-ntwnfb,Australia news
"2025 is UK’s sunniest year on record, boosting solar power",2025-12-17T06:00:27Z,https://www.theguardian.com/uk-news/2025/dec/17/2025-is-uks-sunniest-year-on-record-boosting-solar-power,UK news
Democratic senators investigate data centers’ effects on electricity prices,2025-12-16T20:25:05Z,https://www.theguardian.com/us-news/2025/dec/16/data-centers-consumer-prices,US news
We must not stop research on solar geoengineering | Letters,2025-12-15T18:03:04Z,https://www.theguardian.com/environment/2025/dec/15/we-must-not-stop-research-on-solar-geoengineering,Environment
"Electricity generation costs would be a third lower with 82% renewable grid, CSIRO says",2025-12-16T14:00:06Z,https://www.theguardian.com/australia-news/2025/dec/16/electricity-generation-costs-third-lower-82-renewable-grid,Australia news
"Datacentres should be forced to invest in wind and solar energy, all states agree – except Queensland",2026-05-12T05:16:37Z,https://www.theguardian.com/environment/2026/may/12/datacentres-australia-wind-solar-energy-investment,Environment
"Datacentres using 6% of electricity supply in UK and US, research says",2026-05-13T10:48:13Z,https://www.theguardian.com/technology/2026/may/13/datacentres-electricity-consumption-uk-us-ai,Technology
"This fuel-free solar oven cooks on sunshine when you have it, electricity when you don’t",2026-05-15T19:15:48Z,https://www.theguardian.com/thefilter-us/2026/may/15/gosun-sport-e-solar-oven-review,The Filter US
A moment that changed me: I saw my first total solar eclipse – and its beauty shook me to my core ,2026-05-13T05:45:20Z,https://www.theguardian.com/lifeandstyle/2026/may/13/a-moment-that-changed-me-i-saw-my-first-total-solar-eclipse-and-its-beauty-shook-me-to-my-core,Life and style
The best umbrellas in the UK for staying dry in the wind and rain – tested on a 517m hilltop,2026-05-14T11:06:48Z,https://www.theguardian.com/thefilter/2025/nov/04/best-umbrellas-tested-uk,The Filter
"ScottishPower owes me £1,000 in solar panel payments",2026-07-01T06:00:28Z,https://www.theguardian.com/money/2026/jul/01/scottishpower-solar-panel-payments,Money
Cost to rewire Great Britain’s electricity network could reach £90bn in 2030s,2026-06-30T06:00:42Z,https://www.theguardian.com/business/2026/jun/30/great-britain-electricity-network-90bn-pounds-2030s,Business
The household battery revolution that could change energy bills … and the world ,2026-05-31T00:00:33Z,https://www.theguardian.com/environment/ng-interactive/2026/may/31/cheaper-energy-bills-battery-revolution-climate-crisis,Environment
"Australia’s household energy bills will halve by 2050, modelling suggests",2025-10-12T14:00:57Z,https://www.theguardian.com/australia-news/2025/oct/13/australias-household-energy-bills-will-halve-by-2050-modelling-suggests,Australia news
Energy firms complete UK’s first ‘hydrogen blending’ trial to power grid ,2025-10-12T23:01:05Z,https://www.theguardian.com/business/2025/oct/13/energy-firms-complete-uk-first-hydrogen-blending-trial-power-grid,Business
"Energy bills likely to rise by 20% in next four years, says Britain’s biggest supplier",2025-10-15T18:10:37Z,https://www.theguardian.com/money/2025/oct/15/britain-biggest-energy-supplier-octopus-bills-on-track-to-rise-by-fifth-in-next-four-years,Money
What the datacenter boom means for America’s environment – and electricity bills,2025-10-17T06:00:04Z,https://www.theguardian.com/environment/2025/oct/16/what-the-data-center-boom-means-for-americas-environment-and-electricity-bills,Environment
Electricity from renewables overtakes coal in Australia for the first time,2025-10-12T14:00:56Z,https://www.theguardian.com/news/ng-interactive/2025/oct/13/electricity-from-renewables-overtakes-coal-in-australia-for-the-first-time,News
