webTitle,webPublicationDate,webUrl,sectionName,event_type,region
"As it happened – deadly cyclone makes landfall in China after devastating Hong Kong, Taiwan and Philippines",24/09/2025 17:29,https://www.theguardian.com/world/live/2025/sep/24/typhoon-ragasa-live-china-hong-kong-taiwan-philippines-latest-storm-news-updates,World news,storm,other
Germany braces for more heavy snowfall as Storm Goretti hits northern Europe,09/01/2026 18:13,https://www.theguardian.com/world/2026/jan/09/storm-goretti-germany-heavy-snowfall-strong-winds-france-northern-europe,World news,storm,Europe
New year revellers told to wrap up warm with snow expected across UK ,31/12/2025 19:08,https://www.theguardian.com/uk-news/2025/dec/31/new-year-revellers-told-wrap-up-warm-snow-uk-weather,UK news,cold,UK
Israeli security minister joins Jewish extremists as they storm al-Aqsa mosque compound,23/07/2026 17:33,https://www.theguardian.com/world/2026/jul/23/israel-security-minister-itamar-ben-gvir-jewish-extremists-storm-al-aqsa-mosque-compound-jerusalem,World news,none,other
‘There is so much corruption’: hundreds of thousands protest in Manila over missing flood funds,17/11/2025 16:03,https://www.theguardian.com/world/2025/nov/17/manila-philippines-corruption-protest-flood-funds,World news,none,other
WA bushfire downgraded while Queensland and NT brace for monsoonal rain and flooding,27/12/2025 04:14,https://www.theguardian.com/australia-news/2025/dec/27/wa-bushfire-downgraded-while-queensland-and-nt-brace-for-monsoonal-rain-and-flooding,Australia news,flood,other
"WA’s ‘longest and most intense’ marine heatwave killed coral across 1,500km stretch",11/08/2025 17:01,https://www.theguardian.com/australia-news/2025/aug/12/was-longest-and-most-intense-marine-heatwave-killed-coral-across-1500km-stretch,Australia news,heatwave,other
Weather tracker: Atmospheric rivers to bring heavy rain and snow to Pacific north-west,08/12/2025 15:05,https://www.theguardian.com/environment/2025/dec/08/weather-tracker-atmospheric-rivers-heavy-rain-snow-to-pacific-north-west-us-canada,Environment,cold,other
Morning Mail: Bunnings accused of ‘greenwashing’ timber; extinction fears for K’gari dingoes; extreme heat warning,26/01/2026 22:46,https://www.theguardian.com/australia-news/2026/jan/27/morning-mail-tuesday-ntwnfb,Australia news,heatwave,other
Man swept away in Wellington flood waters as New Zealand capital hammered by record heavy rain,21/04/2026 06:35,https://www.theguardian.com/weather/2026/apr/21/wellington-floods-new-zealand-man-missing-record-rain,Weather,flood,other
"BBC World Service funding freeze risks ‘opening door to hostile states’, MPs say",13/03/2026 03:01,https://www.theguardian.com/media/2026/mar/13/bbc-world-service-funding-freeze-risks-opening-door-to-hostile-states-mps-say,Media,none,UK
Ex-Tropical Cyclone Narelle: ‘vulnerable’ Katherine aged care residents evacuated to open-sided basketball court,24/03/2026 17:00,https://www.theguardian.com/australia-news/2026/mar/25/ex-tropical-cyclone-narelle-katherine-evacuees-aged-care-homes-ntwnfb,Australia news,storm,other
Extreme heat lab: enduring the climate of the future,19/02/2026 22:00,https://www.theguardian.com/environment/ng-interactive/2026/feb/19/extreme-heat-lab-enduring-the-climate-of-the-future,Environment,none,other
Woman charged for starting GoFundMe posing as father of Texas flooding victim,12/01/2026 22:07,https://www.theguardian.com/us-news/2026/jan/12/gofundme-texas-flooding-impersonation,US news,none,other
"What links Carol Ferris and Hal Jordan, and Ygritte and Jon Snow? The Saturday quiz",30/08/2025 09:00,https://www.theguardian.com/lifeandstyle/2025/aug/30/what-links-carol-ferris-and-hal-jordan-and-ygritte-and-jon-snow-the-saturday-quiz,Life and style,none,other
Not cool: the air conditioning scams offering fake deals in the heatwave,05/07/2026 09:00,https://www.theguardian.com/money/2026/jul/05/air-conditioning-scams-fake-deals-heatwave-aldi,Money,heatwave,UK
Storm Bram batters Britain and Ireland with strong winds and heavy rain,10/12/2025 00:22,https://www.theguardian.com/uk-news/2025/dec/09/storm-bram-uk-weather-strong-winds-heavy-rain-hits-britain,UK news,storm,UK
Thousands of homes in Cornwall still without power or water days after Storm Goretti,12/01/2026 21:59,https://www.theguardian.com/uk-news/2026/jan/12/thousands-of-homes-cornwall-still-without-power-water-storm-goretti,UK news,storm,UK
"Freeze on student loan repayment threshold could leave graduates struggling, NUS warns",27/11/2025 18:00,https://www.theguardian.com/money/2025/nov/27/freeze-uk-student-loan-repayment-threshold-nus-warning,Money,none,UK
UK rejects visa for girl left destitute in Jamaica by Hurricane Melissa,28/11/2025 09:00,https://www.theguardian.com/politics/2025/nov/28/uk-home-office-rejects-visa-young-girl-destitute-jamaica-hurricane-melissa,Politics,none,UK
Trump says the big US winter storm is proof of climate hoax – here’s why he’s wrong,23/01/2026 20:17,https://www.theguardian.com/us-news/2026/jan/23/trump-winter-storm-climate-crisis,US news,storm,other
"Snoop Dogg, pigsty fights and the wrong kind of snow: Cillian Murphy and Barry Keoghan on making the Peaky Blinders movie",13/03/2026 08:00,https://www.theguardian.com/film/2026/mar/13/peaky-blinders-the-immortal-man-film-cillian-murphy-barry-keoghan-steven-knight,Film,none,UK
Twenty pregnant women evacuated from NT hospital as two states prepare for major flooding,06/03/2026 06:44,https://www.theguardian.com/australia-news/2026/mar/06/far-north-queensland-severe-weather-tropical-low-flash-flood-warnings,Australia news,flood,other
Storm Ingrid washes away part of Teignmouth’s historic pier,25/01/2026 00:13,https://www.theguardian.com/uk-news/2026/jan/24/storm-ingrid-washes-away-part-of-teignmouths-historic-pier,UK news,storm,UK
US families face ‘impossible choices’ as White House pushes to freeze childcare funding,26/01/2026 15:00,https://www.theguardian.com/us-news/2026/jan/26/trump-administration-childcare-funding-freeze,US news,none,other
"Winter delivers final blast of cold weather, bringing snow and strong winds to Australia’s south-east",31/08/2025 06:00,https://www.theguardian.com/australia-news/2025/aug/31/winter-delivers-final-blast-of-cold-weather-bringing-snow-and-strong-winds-to-australias-south-east,Australia news,cold,other
Country diary: Walking the storm path through an ever-changing pinewood | Amanda Thomson,17/11/2025 08:30,https://www.theguardian.com/environment/2025/nov/17/country-diary-walking-the-storm-path-through-an-ever-changing-pinewood,Environment,none,UK
"One in nine new homes in England built in areas of flood risk, study shows",18/02/2026 03:01,https://www.theguardian.com/environment/2026/feb/18/one-in-nine-new-homes-in-england-built-in-areas-of-flood-risk-study-shows,Environment,none,UK
"Floods could hit England while country is still in drought, forecasters say",08/09/2025 15:35,https://www.theguardian.com/environment/2025/sep/08/floods-could-hit-england-while-country-is-still-in-drought-forecasters-say,Environment,drought,UK
The Guardian view on heavy rain: England’s flood defences are not strong enough | Editorial,09/02/2026 21:50,https://www.theguardian.com/commentisfree/2026/feb/09/the-guardian-view-on-heavy-rain-englands-flood-defences-are-not-strong-enough,Opinion,none,UK
